entity_id,last_changed,time_num,state
sensor.fast_com_download,2024-07-14T07:00:00.000Z,45487.29167,86.76122735
sensor.fast_com_download,2024-07-14T08:00:00.000Z,45487.33333,86.8
sensor.fast_com_download,2024-07-14T09:00:00.000Z,45487.375,80.87353329
sensor.fast_com_download,2024-07-14T10:00:00.000Z,45487.41667,99.43816045
sensor.fast_com_download,2024-07-14T11:00:00.000Z,45487.45833,99.54769295
sensor.fast_com_download,2024-07-14T12:00:00.000Z,45487.5,109.4906929
sensor.fast_com_download,2024-07-14T13:00:00.000Z,45487.54167,79.050415
sensor.fast_com_download,2024-07-14T14:00:00.000Z,45487.58333,100.3418747
sensor.fast_com_download,2024-07-14T15:00:00.000Z,45487.625,98.74774754
sensor.fast_com_download,2024-07-14T16:00:00.000Z,45487.66667,77.13706453
sensor.fast_com_download,2024-07-14T17:00:00.000Z,45487.70833,71.70030132
sensor.fast_com_download,2024-07-14T18:00:00.000Z,45487.75,87.19286742
sensor.fast_com_download,2024-07-14T19:00:00.000Z,45487.79167,75.74528755
sensor.fast_com_download,2024-07-14T20:00:00.000Z,45487.83333,82.72863757
sensor.fast_com_download,2024-07-14T21:00:00.000Z,45487.875,106.492133
sensor.fast_com_download,2024-07-14T22:00:00.000Z,45487.91667,89.01281201
sensor.fast_com_download,2024-07-14T23:00:00.000Z,45487.95833,92.38143124
sensor.fast_com_download,2024-07-15T00:00:00.000Z,45488,93.4123872
sensor.fast_com_download,2024-07-15T01:00:00.000Z,45488.04167,90.19663165
sensor.fast_com_download,2024-07-15T02:00:00.000Z,45488.08333,97.0789935
sensor.fast_com_download,2024-07-15T03:00:00.000Z,45488.125,107.1011125
sensor.fast_com_download,2024-07-15T04:00:00.000Z,45488.16667,91.30385326
sensor.fast_com_download,2024-07-15T05:00:00.000Z,45488.20833,85.91474598
sensor.fast_com_download,2024-07-15T06:00:00.000Z,45488.25,86.58039372
sensor.fast_com_download,2024-07-15T07:00:00.000Z,45488.29167,90.06318426
sensor.fast_com_download,2024-07-15T08:00:00.000Z,45488.33333,98.41900761
sensor.fast_com_download,2024-07-15T09:00:00.000Z,45488.375,102.6823264
sensor.fast_com_download,2024-07-15T10:00:00.000Z,45488.41667,96.33563493
sensor.fast_com_download,2024-07-15T11:00:00.000Z,45488.45833,88.71970539
sensor.fast_com_download,2024-07-15T12:00:00.000Z,45488.5,53.9092647
sensor.fast_com_download,2024-07-15T13:00:00.000Z,45488.54167,46.73845285
sensor.fast_com_download,2024-07-15T14:00:00.000Z,45488.58333,89.56102065
sensor.fast_com_download,2024-07-15T15:00:00.000Z,45488.625,95.27685413
sensor.fast_com_download,2024-07-15T16:00:00.000Z,45488.66667,98.59348877
sensor.fast_com_download,2024-07-15T17:00:00.000Z,45488.70833,70.6431221
sensor.fast_com_download,2024-07-15T18:00:00.000Z,45488.75,49.81897624
sensor.fast_com_download,2024-07-15T19:00:00.000Z,45488.79167,57.16388486
sensor.fast_com_download,2024-07-15T20:00:00.000Z,45488.83333,61.44288126
sensor.fast_com_download,2024-07-15T21:00:00.000Z,45488.875,60.20602171
sensor.fast_com_download,2024-07-15T22:00:00.000Z,45488.91667,54.30393142
sensor.fast_com_download,2024-07-15T23:00:00.000Z,45488.95833,65.49085601
sensor.fast_com_download,2024-07-16T00:00:00.000Z,45489,68.91532608
sensor.fast_com_download,2024-07-16T01:00:00.000Z,45489.04167,64.29111268
sensor.fast_com_download,2024-07-16T02:00:00.000Z,45489.08333,67.32432069
sensor.fast_com_download,2024-07-16T03:00:00.000Z,45489.125,69.2
sensor.fast_com_download,2024-07-16T04:00:00.000Z,45489.16667,68.0064404
sensor.fast_com_download,2024-07-16T05:00:00.000Z,45489.20833,63.38437304
sensor.fast_com_download,2024-07-16T06:00:00.000Z,45489.25,57.99575997
sensor.fast_com_download,2024-07-16T07:00:00.000Z,45489.29167,52.47453525
sensor.fast_com_download,2024-07-16T08:00:00.000Z,45489.33333,51.45263718
sensor.fast_com_download,2024-07-16T09:00:00.000Z,45489.375,52.7516992
sensor.fast_com_download,2024-07-16T10:00:00.000Z,45489.41667,51.51171927
sensor.fast_com_download,2024-07-16T11:00:00.000Z,45489.45833,47.41272402
sensor.fast_com_download,2024-07-16T11:19:44.858Z,45489.45833,45.8
sensor.fast_com_download,2024-07-16T12:20:00.815Z,45489.5,55.3
sensor.fast_com_download,2024-07-16T13:20:16.926Z,45489.54167,65.9
sensor.fast_com_download,2024-07-16T14:20:32.933Z,45489.58333,54.5
sensor.fast_com_download,2024-07-16T15:20:48.759Z,45489.625,45
sensor.fast_com_download,2024-07-16T16:21:04.819Z,45489.66667,50.7
sensor.fast_com_download,2024-07-16T17:21:20.761Z,45489.70833,38.8
sensor.fast_com_download,2024-07-16T18:21:36.914Z,45489.75,60.8
sensor.fast_com_download,2024-07-16T21:22:24.820Z,45489.875,47.2
sensor.fast_com_download,2024-07-16T23:22:56.775Z,45489.95833,70.5
sensor.fast_com_download,2024-07-17T00:23:12.717Z,45490,68.3
sensor.fast_com_download,2024-07-17T01:23:28.798Z,45490.04167,49.9
sensor.fast_com_download,2024-07-17T02:23:44.709Z,45490.08333,39.1
sensor.fast_com_download,2024-07-17T03:24:00.774Z,45490.125,46.1
sensor.fast_com_download,2024-07-17T04:24:16.943Z,45490.16667,62.9
sensor.fast_com_download,2024-07-17T05:24:35.447Z,45490.20833,16
sensor.fast_com_download,2024-07-17T06:24:51.749Z,45490.25,60.8
sensor.fast_com_download,2024-07-17T07:25:07.729Z,45490.29167,66.2
sensor.fast_com_download,2024-07-17T08:25:23.720Z,45490.33333,59.9
sensor.fast_com_download,2024-07-17T09:25:39.769Z,45490.375,56.7
sensor.fast_com_download,2024-07-17T10:25:55.789Z,45490.41667,59.7
sensor.fast_com_download,2024-07-17T11:26:11.766Z,45490.45833,63.7
sensor.fast_com_download,2024-07-17T12:26:27.774Z,45490.5,54.2
sensor.fast_com_download,2024-07-17T13:26:43.814Z,45490.54167,64
sensor.fast_com_download,2024-07-17T14:26:59.820Z,45490.58333,71.3
sensor.fast_com_download,2024-07-17T15:27:15.735Z,45490.625,69.7
sensor.fast_com_download,2024-07-17T16:27:31.765Z,45490.66667,55.3
sensor.fast_com_download,2024-07-17T17:27:47.720Z,45490.70833,49.4
sensor.fast_com_download,2024-07-17T18:28:03.722Z,45490.75,65.9
sensor.fast_com_download,2024-07-17T19:28:19.761Z,45490.79167,45.6
sensor.fast_com_download,2024-07-17T20:28:35.730Z,45490.83333,37.2
sensor.fast_com_download,2024-07-17T21:28:51.733Z,45490.875,55.6
sensor.fast_com_download,2024-07-17T22:29:08.025Z,45490.91667,64.8
sensor.fast_com_download,2024-07-17T23:29:23.973Z,45490.95833,61.3
sensor.fast_com_download,2024-07-18T00:29:39.739Z,45491,68.6
sensor.fast_com_download,2024-07-18T01:29:55.693Z,45491.04167,64.3
sensor.fast_com_download,2024-07-18T02:30:11.840Z,45491.08333,72.7
sensor.fast_com_download,2024-07-18T03:30:28.139Z,45491.125,39.6
sensor.fast_com_download,2024-07-18T04:30:43.719Z,45491.16667,62.1
sensor.fast_com_download,2024-07-18T05:30:59.746Z,45491.20833,67.8
sensor.fast_com_download,2024-07-18T06:31:15.687Z,45491.25,56.1
sensor.fast_com_download,2024-07-18T07:31:31.703Z,45491.29167,65.1
sensor.fast_com_download,2024-07-18T08:31:47.782Z,45491.33333,48
sensor.fast_com_download,2024-07-18T09:32:03.815Z,45491.375,62.9
sensor.fast_com_download,2024-07-18T10:32:20.088Z,45491.41667,69.2
sensor.fast_com_download,2024-07-18T11:32:35.803Z,45491.45833,59.7
sensor.fast_com_download,2024-07-18T12:32:51.781Z,45491.5,64.3
sensor.fast_com_download,2024-07-18T13:33:07.783Z,45491.54167,67.5
sensor.fast_com_download,2024-07-18T14:33:23.745Z,45491.58333,62.4
sensor.fast_com_download,2024-07-18T15:33:39.718Z,45491.625,65.1
sensor.fast_com_download,2024-07-18T16:33:55.917Z,45491.66667,60.5
sensor.fast_com_download,2024-07-18T17:34:11.832Z,45491.70833,48.3
sensor.fast_com_download,2024-07-18T18:34:28.168Z,45491.75,55.6
sensor.fast_com_download,2024-07-18T19:34:44.822Z,45491.79167,51.8
sensor.fast_com_download,2024-07-18T20:35:00.831Z,45491.83333,70.5
sensor.fast_com_download,2024-07-18T21:35:16.884Z,45491.875,69.7
sensor.fast_com_download,2024-07-18T22:35:32.895Z,45491.91667,71.3
sensor.fast_com_download,2024-07-18T23:35:48.823Z,45491.95833,67.3
sensor.fast_com_download,2024-07-19T00:36:05.008Z,45492,64.8
sensor.fast_com_download,2024-07-19T01:36:20.696Z,45492.04167,70
sensor.fast_com_download,2024-07-19T02:36:36.942Z,45492.08333,63.7
sensor.fast_com_download,2024-07-19T03:36:52.703Z,45492.125,66.7
sensor.fast_com_download,2024-07-19T04:37:08.727Z,45492.16667,65.6
sensor.fast_com_download,2024-07-19T05:37:24.690Z,45492.20833,53.2
sensor.fast_com_download,2024-07-19T06:37:40.695Z,45492.25,62.1
sensor.fast_com_download,2024-07-19T07:37:56.895Z,45492.29167,60.5
sensor.fast_com_download,2024-07-19T08:38:12.762Z,45492.33333,65.6
sensor.fast_com_download,2024-07-19T09:38:28.731Z,45492.375,69.2
sensor.fast_com_download,2024-07-19T10:38:45.011Z,45492.41667,63.2
sensor.fast_com_download,2024-07-19T11:39:00.761Z,45492.45833,59.1
sensor.fast_com_download,2024-07-19T12:39:17.213Z,45492.5,68.3
sensor.fast_com_download,2024-07-19T13:39:34.107Z,45492.54167,70
sensor.fast_com_download,2024-07-19T14:39:50.192Z,45492.58333,66.2
sensor.fast_com_download,2024-07-19T15:40:07.143Z,45492.625,67.5
sensor.fast_com_download,2024-07-19T16:40:22.891Z,45492.66667,52.1
sensor.fast_com_download,2024-07-19T17:40:38.722Z,45492.70833,52.6
sensor.fast_com_download,2024-07-19T18:40:54.769Z,45492.75,48.3
sensor.fast_com_download,2024-07-19T19:41:10.860Z,45492.79167,44.5
sensor.fast_com_download,2024-07-19T20:41:26.891Z,45492.83333,45.8
sensor.fast_com_download,2024-07-19T21:41:42.695Z,45492.875,45
sensor.fast_com_download,2024-07-19T22:41:58.955Z,45492.91667,69.4
sensor.fast_com_download,2024-07-19T23:42:14.811Z,45492.95833,72.1
sensor.fast_com_download,2024-07-20T00:42:30.906Z,45493,66.7
sensor.fast_com_download,2024-07-20T01:42:46.882Z,45493.04167,70.5
sensor.fast_com_download,2024-07-20T02:43:03.031Z,45493.08333,72.1
sensor.fast_com_download,2024-07-20T03:43:18.747Z,45493.125,72.7
sensor.fast_com_download,2024-07-20T04:43:34.709Z,45493.16667,68.6
sensor.fast_com_download,2024-07-20T05:43:50.968Z,45493.20833,70.8
sensor.fast_com_download,2024-07-20T06:44:06.876Z,45493.25,58.6
sensor.fast_com_download,2024-07-20T07:44:22.745Z,45493.29167,57.5
sensor.fast_com_download,2024-07-20T08:44:38.749Z,45493.33333,58
sensor.fast_com_download,2024-07-20T09:44:54.879Z,45493.375,62.9
sensor.fast_com_download,2024-07-20T10:45:10.846Z,45493.41667,48
sensor.fast_com_download,2024-07-20T11:45:26.827Z,45493.45833,56.4
sensor.fast_com_download,2024-07-20T12:45:42.755Z,45493.5,51.3
sensor.fast_com_download,2024-07-20T13:45:58.809Z,45493.54167,60.2
sensor.fast_com_download,2024-07-20T14:46:14.887Z,45493.58333,52.1
sensor.fast_com_download,2024-07-20T15:46:30.718Z,45493.625,61.6
sensor.fast_com_download,2024-07-20T16:46:47.063Z,45493.66667,70.2
sensor.fast_com_download,2024-07-20T17:47:02.877Z,45493.70833,73
sensor.fast_com_download,2024-07-20T19:47:34.755Z,45493.79167,69.4
sensor.fast_com_download,2024-07-20T20:47:50.762Z,45493.83333,73.8
sensor.fast_com_download,2024-07-20T21:48:06.863Z,45493.875,59.1
sensor.fast_com_download,2024-07-20T22:48:22.759Z,45493.91667,61.3
sensor.fast_com_download,2024-07-20T23:48:38.708Z,45493.95833,67.8
sensor.fast_com_download,2024-07-21T00:48:54.702Z,45494,70.5
sensor.fast_com_download,2024-07-21T01:49:10.743Z,45494.04167,70.8
sensor.fast_com_download,2024-07-21T02:49:26.975Z,45494.08333,59.4
sensor.fast_com_download,2024-07-21T04:49:58.712Z,45494.16667,73.5
sensor.fast_com_download,2024-07-21T05:50:15.024Z,45494.20833,67.8
sensor.fast_com_download,2024-07-21T06:50:30.732Z,45494.25,64.6
sensor.fast_com_download,2024-07-21T07:50:46.944Z,45494.29167,57.5
sensor.fast_com_download,2024-07-21T08:51:02.787Z,45494.33333,47.2
sensor.fast_com_download,2024-07-21T09:51:18.987Z,45494.375,61.3
sensor.fast_com_download,2024-07-21T10:51:34.923Z,45494.41667,60.8
sensor.fast_com_download,2024-07-21T11:51:50.750Z,45494.45833,68.1
sensor.fast_com_download,2024-07-21T12:52:07.105Z,45494.5,56.1
sensor.fast_com_download,2024-07-21T13:52:22.731Z,45494.54167,64.6
sensor.fast_com_download,2024-07-21T14:52:38.775Z,45494.58333,66.2
sensor.fast_com_download,2024-07-21T15:52:54.725Z,45494.625,68.1
sensor.fast_com_download,2024-07-21T16:53:10.803Z,45494.66667,67.8
sensor.fast_com_download,2024-07-21T17:53:27.051Z,45494.70833,69.7
sensor.fast_com_download,2024-07-21T18:53:42.799Z,45494.75,66.7
sensor.fast_com_download,2024-07-21T19:53:58.718Z,45494.79167,68.6
sensor.fast_com_download,2024-07-21T20:54:14.736Z,45494.83333,83.5
sensor.fast_com_download,2024-07-21T21:54:30.775Z,45494.875,82.2
sensor.fast_com_download,2024-07-21T22:54:46.890Z,45494.91667,82.7
sensor.fast_com_download,2024-07-21T23:55:02.959Z,45494.95833,94.9
sensor.fast_com_download,2024-07-22T00:55:18.752Z,45495,83.3
sensor.fast_com_download,2024-07-22T01:55:34.975Z,45495.04167,91.4
sensor.fast_com_download,2024-07-22T02:55:50.783Z,45495.08333,104.4
sensor.fast_com_download,2024-07-22T03:56:07.113Z,45495.125,85.7
sensor.fast_com_download,2024-07-22T04:56:22.846Z,45495.16667,66.4
sensor.fast_com_download,2024-07-22T05:56:38.696Z,45495.20833,76.8
sensor.fast_com_download,2024-07-22T06:56:54.729Z,45495.25,65.1
sensor.fast_com_download,2024-07-22T07:57:10.794Z,45495.29167,70.8
sensor.fast_com_download,2024-07-22T08:57:26.865Z,45495.33333,79.5
sensor.fast_com_download,2024-07-22T09:57:42.865Z,45495.375,80.3
sensor.fast_com_download,2024-07-22T10:57:58.805Z,45495.41667,80.6
sensor.fast_com_download,2024-07-22T11:58:14.841Z,45495.45833,87.6
sensor.fast_com_download,2024-07-22T12:58:30.726Z,45495.5,104.4
sensor.fast_com_download,2024-07-22T13:58:46.788Z,45495.54167,79.2
sensor.fast_com_download,2024-07-22T14:59:02.798Z,45495.58333,103.3
sensor.fast_com_download,2024-07-22T15:59:19.128Z,45495.625,73.5
sensor.fast_com_download,2024-07-22T16:59:34.775Z,45495.66667,74.9
sensor.fast_com_download,2024-07-22T17:59:50.737Z,45495.70833,91.7
sensor.fast_com_download,2024-07-22T19:00:06.831Z,45495.79167,79.2
sensor.fast_com_download,2024-07-22T20:00:22.968Z,45495.83333,43.7
sensor.fast_com_download,2024-07-22T21:00:38.785Z,45495.875,78.9
sensor.fast_com_download,2024-07-22T22:00:54.703Z,45495.91667,91.1
sensor.fast_com_download,2024-07-22T23:01:10.863Z,45495.95833,84.1
sensor.fast_com_download,2024-07-23T00:01:26.859Z,45496,81.9
sensor.fast_com_download,2024-07-23T01:01:42.808Z,45496.04167,90.6
sensor.fast_com_download,2024-07-23T02:01:58.713Z,45496.08333,75.7
